,bacen_code,nm_serie,unit,periodicity,source,special
11495,12505,Reservas (liquidez)/dívida externa de curto prazo (por vencimento residual) - anual,%,A,BCB-DSTAT,N
11496,12506,Posição internacional de investimentos/PIB - trimestral,%,T,BCB-DSTAT,N
11497,12507,Posição internacional de investimentos/PIB - anual,%,A,BCB-DSTAT,N
11498,12508,Dívida líquida do setor público harmonizada - Total - R$ milhões,R$ (milhões),M,BCB-DSTAT,N
11499,12509,Dívida líquida do setor público harmonizada (% PIB) - Total - %-,%,M,BCB-DSTAT,N
11500,12510,Dívida líquida do setor público harmonizada - Interna - R$ milhões,R$ (milhões),M,BCB-DSTAT,N
11501,12512,Balança comercial/PIB em 12 meses (%) - anual,%,A,BCB-DSTAT,N
11502,12513,Balança comercial/PIB em 12 meses (%) - trimestral,%,T,BCB-DSTAT,N
11503,12514,Balança comercial/PIB em 12 meses (%) - mensal,%,M,BCB-DSTAT,N
11504,12515,Dívida líquida do setor público harmonizada (% PIB) - Interna - %-,%,M,BCB-DSTAT,N
11505,12516,Dívida líquida do setor público harmonizada - Externa - R$ milhões,R$ (milhões),M,BCB-DSTAT,N
11506,12517,Dívida líquida do setor público harmonizada (% PIB) - External - %-,%,M,BCB-DSTAT,N
11507,12547,Faturamento real da indústria - Rio Grande do Sul,Índice,M,Fiergs,N
11508,12548,Horas trabalhadas na produção - Rio Grande do Sul,Índice,M,Fiergs,N
11509,12551,Massa salarial real - Rio Grande do Sul,Índice,M,Fiergs,N
11510,12553,Empregos formais gerados - Rio Grande do Sul,Unidades,M,MTb,N
11511,12560,Produto Interno Bruto corrente a preços de mercado (ref.1985)- Pernambuco,R$,A,IBGE,N
11512,12563,População Economicamente Ativa - Porto Alegre,Unidades (mil),M,IBGE,N
11513,12564,População desocupada - Porto Alegre,Unidades (mil),M,IBGE,N
11514,12565,Rendimento médio real - Porto Alegre,R$,M,IBGE,N
11515,12569,Empregos formais gerados - Acre,Unidades,M,MTb,N
11516,12570,Empregos formais gerados - Amapá,Unidades,M,MTb,N
11517,12572,Empregos formais gerados - Amazonas,Unidades,M,MTb,N
11518,12573,Empregos formais gerados - Pará,Unidades,M,MTb,N
11519,12574,Empregos formais gerados - Rondônia,Unidades,M,MTb,N
11520,12575,Produto Interno Bruto corrente a preços de mercado (ref.1985) - Paraíba,R$,A,IBGE,N
11521,12576,Empregos formais gerados - Roraima,Unidades,M,MTb,N
11522,12577,Empregos formais gerados - Tocantins,Unidades,M,MTb,N
11523,12578,Produto Interno Bruto corrente a preços de mercado (ref.1985)- Rio Grande do Norte,R$,A,IBGE,N
11524,12579,Produto Interno Bruto corrente a preços de mercado (ref.1985)- Alagoas,R$,A,IBGE,N
11525,12580,Produto Interno Bruto corrente a preços de mercado (ref.1985)- Sergipe,R$,A,IBGE,N
11526,12596,Saldo da balança comercial - Amapá,US$ (mil),M,MDIC/Secex,N
11527,12597,Saldo da balança comercial - Acre,US$ (mil),M,MDIC/Secex,N
11528,12598,Saldo da balança comercial - Amazonas,US$ (mil),M,MDIC/Secex,N
11529,12599,Saldo da balança comercial - Pará,US$ (mil),M,MDIC/Secex,N
11530,12600,Saldo da balança comercial - Rondônia,US$ (mil),M,MDIC/Secex,N
11531,12601,Saldo da balança comercial - Roraima,US$ (mil),M,MDIC/Secex,N
11532,12602,Saldo da balança comercial - Tocantins,US$ (mil),M,MDIC/Secex,N
11533,12603,Produto Interno Bruto per capita corrente (ref.1985)- Pernambuco,R$,A,IBGE,N
11534,12604,Produto Interno Bruto per capita corrente (Ref.1985) - Paraíba,R$,A,IBGE,N
11535,12605,Produto Interno Bruto per capita corrente (Ref.1985) - Rio Grande do Norte,R$,A,IBGE,N
11536,12606,Produto Interno Bruto per capita corrente (Ref.1985)- Alagoas,R$,A,IBGE,N
11537,12607,Produto Interno Bruto per capita corrente (Ref.1985) - Sergipe,R$,A,IBGE,N
11538,12619,Empregos formais gerados - Paraná,Unidades,M,MTb,N
11539,12625,Empregos formais gerados - Santa Catarina,Unidades,M,MTb,N
11540,12661,Índice Nacional de Preços ao Consumidor Amplo - variação mensal - Porto Alegre,%,M,IBGE,N
11541,12662,Índice Nacional de Preços ao Consumidor - variação mensal - Porto Alegre,%,M,IBGE,N
11542,12675,Índice Nacional de Preços ao Consumidor Amplo - variação mensal - Recife,Var. % mensal,M,IBGE,N
11543,12676,Índice Nacional de Preços ao Consumidor - variação mensal - Recife,%,M,IBGE,N
11544,12739,Índice de Expectativa de Compra do Consumidor - Global - Fortaleza,Índice,M,Fecomércio-CE,N
11545,12740,Índice de Expectativa de Compra do Consumidor - Atual - Fortaleza,Índice,M,Fecomércio-CE,N
11546,12741,Índice de Expectativa de Compra do Consumidor - Futuro - Fortaleza,Índice,M,Fecomércio-CE,N
11547,12742,Empregos formais gerados - Pernambuco,Unidades,M,MTb,N
11548,12743,Empregos formais gerados - Paraíba,Unidades,M,MTb,N
11549,12744,Empregos formais gerados - Rio Grande do Norte,Unidades,M,MTb,N
11550,12745,Empregos formais gerados - Alagoas,Unidades,M,MTb,N
11551,12746,Empregos formais gerados - Sergipe,Unidades,M,MTb,N
11552,12793,Produto Interno Bruto corrente a preços de mercado (Ref. 1985) - Rio de Janeiro,R$,A,IBGE,N
11553,12795,Produto Interno Bruto per capita corrente - (Ref. 1985) - Rio de Janeiro,R$,A,IBGE,N
11554,12822,Produto Interno Bruto corrente a preços de mercado (Ref. 1985) - Espírito Santo,R$,A,IBGE,N
11555,12823,Produto Interno Bruto per capita corrente (Ref. 1985) - Espírito Santo,R$,A,IBGE,N
11556,12826,Produto Interno Bruto corrente a preços de mercado (Ref. 1985) - São Paulo,R$,A,IBGE,N
11557,12827,Produto Interno Bruto per capita corrente (Ref. 1985) - São Paulo,R$,A,IBGE,N
11558,12832,População economicamente ativa - região metropolitana de São Paulo,Unidades (mil),M,IBGE,N
11559,12835,População ocupada - Região Metropolitana de São Paulo,Unidades (mil),M,IBGE,N
11560,12839,População desocupada - região metropolitana de São Paulo,Unidades (mil),M,IBGE,N
11561,12841,Rendimento médio real efetivo das pessoas ocupadas - Região Metropolitana de São Paulo,R$,M,IBGE,N
11562,12852,Índice Nacional de Preços ao Consumidor Amplo - variação mensal - Belo Horizonte,%,M,IBGE,N
11563,12853,Índice Nacional de Preços ao Consumidor - variação mensal - Belo Horizonte,%,M,IBGE,N
11564,12859,Vendas industriais reais - Minas Gerais (metodologia antiga),Índice,M,Fiemg,N
11565,12860,Horas trabalhadas na produção - Minas Gerais (metodologia antiga),Índice,M,Fiemg,N
11566,12861,Utilização da capacidade instalada - Minas Gerais (metodologia antiga),Índice,M,Fiemg,N
11567,12862,Pessoal empregado total na indústria - Minas Gerais (metodologia antiga),Índice,M,Fiemg,N
11568,12863,Massa salarial real na indústria - Minas Gerais (metodologia antiga),Índice,M,Fiemg,N
11569,12867,Empregos formais gerados - São Paulo,Unidades,M,MTb,N
11570,12891,Provisões de crédito referente às operações com risco AA,R$ (milhões),M,BCB-DSTAT,N
11571,12892,Produto Interno Bruto per capita corrente (Ref. 1985)- Bahia,R$,A,IBGE,N
11572,12893,Provisões de crédito referente às operações com risco A,R$ (milhões),M,BCB-DSTAT,N
11573,12894,Provisões de crédito referente às operações com risco B,R$ (milhões),M,BCB-DSTAT,N
11574,12895,Provisões de crédito referente às operações com risco C,R$ (milhões),M,BCB-DSTAT,N
11575,12896,Provisões de crédito referente às operações com risco D,R$ (milhões),M,BCB-DSTAT,N
11576,12897,Provisões de crédito referente às operações com risco E,R$ (milhões),M,BCB-DSTAT,N
11577,12898,Provisões de crédito referente às operações com risco F,R$ (milhões),M,BCB-DSTAT,N
11578,12900,Provisões de crédito referente às operações com risco G,R$ (milhões),M,BCB-DSTAT,N
11579,12902,Provisões de crédito referente às operações com risco H,R$ (milhões),M,BCB-DSTAT,N
11580,12907,Provisões de crédito das instituições financeiras sob controle público referente às operações com risco AA,R$ (milhões),M,BCB-DSTAT,N
11581,12908,Provisões de crédito das instituições financeiras sob controle público referente às operações com risco A,R$ (milhões),M,BCB-DSTAT,N
11582,12909,Provisões de crédito das instituições financeiras sob controle público referente às operações com risco B,R$ (milhões),M,BCB-DSTAT,N
11583,12910,Provisões de crédito das instituições financeiras sob controle público referente às operações com risco C,R$ (milhões),M,BCB-DSTAT,N
11584,12911,Provisões de crédito das instituições financeiras sob controle público referente às operações com risco D,R$ (milhões),M,BCB-DSTAT,N
11585,12912,Provisões de crédito das instituições financeiras sob controle público referente às operações com risco E,R$ (milhões),M,BCB-DSTAT,N
11586,12913,Provisões de crédito das instituições financeiras sob controle público referente às operações com risco F,R$ (milhões),M,BCB-DSTAT,N
11587,12914,Provisões de crédito das instituições financeiras sob controle público referente às operações com risco G,R$ (milhões),M,BCB-DSTAT,N
11588,12915,Provisões de crédito das instituições financeiras sob controle público referente às operações com risco H,R$ (milhões),M,BCB-DSTAT,N
11589,12916,Provisões de crédito das instituições financeiras sob controle privado referente às operações com risco AA,R$ (milhões),M,BCB-DSTAT,N
11590,12917,Provisões de crédito das instituições financeiras sob controle privado referente às operações com risco A,R$ (milhões),M,BCB-DSTAT,N
11591,12920,Provisões de crédito das instituições financeiras sob controle privado referente às operações com risco B,R$ (milhões),M,BCB-DSTAT,N
11592,12921,Produto Interno Bruto corrente a preços de mercado (Ref. 1985) - Bahia,R$,A,IBGE,N
11593,12922,Provisões de crédito das instituições financeiras sob controle privado referente às operações com risco C,R$ (milhões),M,BCB-DSTAT,N
11594,12923,Provisões de crédito das instituições financeiras sob controle privado referente às operações com risco D,R$ (milhões),M,BCB-DSTAT,N
11595,12926,Provisões de crédito das instituições financeiras sob controle privado referente às operações com risco E,R$ (milhões),M,BCB-DSTAT,N
11596,12927,Provisões de crédito das instituições financeiras sob controle privado referente às operações com risco F,R$ (milhões),M,BCB-DSTAT,N
11597,12928,Provisões de crédito das instituições financeiras sob controle privado referente às operações com risco G,R$ (milhões),M,BCB-DSTAT,N
11598,12929,Provisões de crédito das instituições financeiras sob controle privado referente às operações com risco H,R$ (milhões),M,BCB-DSTAT,N
11599,12930,Provisões de crédito das instituições financeiras sob controle privado nacional referente às operações com risco AA,R$ (milhões),M,BCB-DSTAT,N
11600,12931,Provisões de crédito das instituições financeiras sob controle privado nacional referente às operações com risco A,R$ (milhões),M,BCB-DSTAT,N
11601,12932,Provisões de crédito das instituições financeiras sob controle privado nacional referente às operações com risco B,R$ (milhões),M,BCB-DSTAT,N
11602,12933,Provisões de crédito das instituições financeiras sob controle privado nacional referente às operações com risco C,R$ (milhões),M,BCB-DSTAT,N
11603,12934,Provisões de crédito das instituições financeiras sob controle privado nacional referente às operações com risco D,R$ (milhões),M,BCB-DSTAT,N
11604,12935,Provisões de crédito das instituições financeiras sob controle privado nacional referente às operações com risco E,R$ (milhões),M,BCB-DSTAT,N
11605,12936,Provisões de crédito das instituições financeiras sob controle privado nacional referente às operações com risco F,R$ (milhões),M,BCB-DSTAT,N
11606,12937,Provisões de crédito das instituições financeiras sob controle privado nacional referente às operações com risco G,R$ (milhões),M,BCB-DSTAT,N
11607,12938,Provisões de crédito das instituições financeiras sob controle privado nacional referente às operações com risco H,R$ (milhões),M,BCB-DSTAT,N
11608,12939,Provisões de crédito das instituições financeiras sob controle estrangeiro referente às operações com risco AA,R$ (milhões),M,BCB-DSTAT,N
11609,12940,Provisões de crédito das instituições financeiras sob controle estrangeiro referente às operações com risco A,R$ (milhões),M,BCB-DSTAT,N
11610,12941,Provisões de crédito das instituições financeiras sob controle estrangeiro referente às operações com risco B,R$ (milhões),M,BCB-DSTAT,N
11611,12942,Provisões de crédito das instituições financeiras sob controle estrangeiro referente às operações com risco C,R$ (milhões),M,BCB-DSTAT,N
11612,12943,Provisões de crédito das instituições financeiras sob controle estrangeiro referente às operações com risco D,R$ (milhões),M,BCB-DSTAT,N
11613,12944,Provisões de crédito das instituições financeiras sob controle estrangeiro referente às operações com risco E,R$ (milhões),M,BCB-DSTAT,N
11614,12945,Provisões de crédito das instituições financeiras sob controle estrangeiro referente às operações com risco F,R$ (milhões),M,BCB-DSTAT,N
11615,12946,Provisões de crédito das instituições financeiras sob controle estrangeiro referente às operações com risco G,R$ (milhões),M,BCB-DSTAT,N
11616,12947,Provisões de crédito das instituições financeiras sob controle estrangeiro referente às operações com risco H,R$ (milhões),M,BCB-DSTAT,N
11617,12948,Inadimplência em op. de crédito do sistema financeiro - total,R$ (milhões),M,BCB-DSTAT,N
11618,12949,Inadimplência em op. de crédito do sistema financeiro público - total,R$ (milhões),M,BCB-DSTAT,N
11619,12950,Inadimplência em op. de crédito do sistema financeiro privado - total,R$ (milhões),M,BCB-DSTAT,N
11620,12951,Inadimplência em op. de crédito do sistema financeiro p nacional - total,R$ (milhões),M,BCB-DSTAT,N
11621,12952,Inadimplência em op. de crédito do sistema financeiro estrangeiro - total,R$ (milhões),M,BCB-DSTAT,N
11622,12953,Saldo das operações de crédito por faixa de valor - Pessoas físicas - Operações até 5 mil reais,R$ (milhões),M,SCR,N
11623,12954,Saldo das operações de crédito por faixa de valor - Pessoas físicas - Operações de 5 mil a 50 mil reais,R$ (milhões),M,SCR,N
11624,12955,Saldo das operações de crédito por faixa de valor - Pessoas físicas - Operações superiores a 50 mil reais,R$ (milhões),M,SCR,N
11625,12956,Saldo das operações de crédito por faixa de valor - Pessoas físicas,R$ (milhões),M,SCR,N
11626,12957,Saldo das operações de crédito por faixa de valor - Pessoas jurídicas - Operações até 100 mil reais,R$ (milhões),M,SCR,N
11627,12958,Saldo das operações de crédito por faixa de valor - Pessoas jurídicas - Operações de 100 mil a 10 milhões de reais,R$ (milhões),M,SCR,N
11628,12959,Saldo das operações de crédito por faixa de valor - Pessoas jurídicas - Operações superiores a 10 milhões de reais,R$ (milhões),M,SCR,N
11629,12960,Saldo das operações de crédito por faixa de valor - Pessoas jurídicas,R$ (milhões),M,SCR,N
11630,12961,Saldo das operações de crédito por estrutura de vencimento - Pessoas físicas - Curtíssimo prazo,R$ (milhões),M,SCR,N
11631,12962,Saldo das operações de crédito por estrutura de vencimento - Pessoas físicas - Curto prazo,R$ (milhões),M,SCR,N
11632,12963,Saldo das operações de crédito por estrutura de vencimento - Pessoas físicas - Médio prazo,R$ (milhões),M,SCR,N
11633,12964,Saldo das operações de crédito por estrutura de vencimento - Pessoas físicas - Longo prazo,R$ (milhões),M,SCR,N
11634,12965,Saldo das operações de crédito por estrutura de vencimento - Pessoas físicas - Indeterminado,R$ (milhões),M,SCR,N
11635,12966,Saldo das operações de crédito por estrutura de vencimento - Pessoas físicas - Parcelas a vencer,R$ (milhões),M,SCR,N
11636,12967,Saldo das operações de crédito por estrutura de vencimento - Pessoas jurídicas - Curtíssimo prazo,R$ (milhões),M,SCR,N
11637,12968,Saldo das operações de crédito por estrutura de vencimento - Pessoas jurídicas - Curto prazo,R$ (milhões),M,SCR,N
11638,12969,Saldo das operações de crédito por estrutura de vencimento - Pessoas jurídicas - Médio prazo,R$ (milhões),M,SCR,N
11639,12970,Saldo das operações de crédito por estrutura de vencimento - Pessoas jurídicas - Longo prazo,R$ (milhões),M,SCR,N
11640,12971,Saldo das operações de crédito por estrutura de vencimento - Pessoas jurídicas - Indeterminado,R$ (milhões),M,SCR,N
11641,12972,Saldo das operações de crédito por estrutura de vencimento - Pessoas jurídicas - Parcelas a vencer,R$ (milhões),M,SCR,N
11642,12973,Saldo das operações de crédito por estrutura de vencimento - Parcelas a vencer,R$ (milhões),M,SCR,N
11643,12974,Operações de crédito do sistema financeiro - Recursos livres - P. Jurídicas - Recursos domésticos,R$ (milhões),M,BCB-DSTAT,N
11644,12985,Empregos formais gerados - Espírito Santo,Unidades,M,MTb,N
11645,12991,Empregos formais gerados - Bahia,Unidades,M,MTb,N
11646,13003,Índice Nacional de Preços ao Consumidor Amplo - variação mensal - Salvador,%,M,IBGE,N
11647,13004,Índice Nacional de Preços ao Consumidor - variação mensal - Salvador,%,M,IBGE,N
11648,13005,Índice Nacional de Preços ao Consumidor Amplo - variação mensal - Fortaleza,%,M,IBGE,N
11649,13006,Índice Nacional de Preços ao Consumidor - variação mensal - Fortaleza,%,M,IBGE,N
11650,13010,Empregos formais gerados - Ceará,Unidades,M,MTb,N
11651,13011,Empregos formais gerados - Maranhão,Unidades,M,MTb,N
11652,13012,Empregos formais gerados - Piauí,Unidades,M,MTb,N
11653,13021,Exportação de bens - São Paulo,US$ (mil),M,MDIC/Secex,N
11654,13022,Importação de bens - São Paulo,US$ (mil),M,MDIC/Secex,N
11655,13023,Saldo da balança comercial - São Paulo,US$ (mil),M,MDIC/Secex,N
11656,13024,Índice Nacional de Preços ao Consumidor Amplo - variação mensal - São Paulo,%,M,IBGE,N
11657,13025,Índice Nacional de Preços ao Consumidor - variação mensal - São Paulo,%,M,IBGE,N
11658,13026,Exportação de bens - Minas Gerais,US$ (mil),M,MDIC/Secex,N
11659,13028,Importação de bens - Minas Gerais,US$ (mil),M,MDIC/Secex,N
11660,13029,Saldo da balança comercial - Minas Gerais,US$ (mil),M,MDIC/Secex,N
11661,13030,Exportação de bens - Goiás,US$ (mil),M,MDIC/Secex,N
11662,13031,Importação de bens - Goiás,US$ (mil),M,MDIC/Secex,N
11663,13041,Exportações (Fob) - Sérvia,US$,M,MDIC/Secex,N
11664,13061,Saldo da balança comercial - Goiás,US$ (mil),M,MDIC/Secex,N
11665,13062,Exportação de bens - Mato Grosso,US$ (mil),M,MDIC/Secex,N
11666,13063,Importação de bens - Mato Grosso,US$ (mil),M,MDIC/Secex,N
11667,13064,Saldo da balança comercial - Mato Grosso,US$ (mil),M,MDIC/Secex,N
11668,13065,Exportação de bens - Mato Grosso do Sul,US$ (mil),M,MDIC/Secex,N
11669,13066,Índice Nacional de Preços ao Consumidor - variação mensal - Curitiba,%,M,IBGE,N
11670,13067,Importação de bens - Mato Grosso do Sul,US$ (mil),M,MDIC/Secex,N
11671,13068,Saldo da balança comercial - Mato Grosso do Sul,US$ (mil),M,MDIC/Secex,N
11672,13069,Exportação de bens - Distrito Federal,US$ (mil),M,MDIC/Secex,N
11673,13070,Índice Nacional de Preços ao Consumidor Amplo - variação mensal - Curitiba,%,M,IBGE,N
11674,13071,Importação de bens - Distrito Federal,US$ (mil),M,MDIC/Secex,N
11675,13072,Saldo da balança comercial - Distrito Federal,US$ (mil),M,MDIC/Secex,N
11676,13073,Exportação de bens - Paraná,US$ (mil),M,MDIC/Secex,N
11677,13074,Importação de bens - Paraná,US$ (mil),M,MDIC/Secex,N
11678,13075,Saldo da balança comercial - Paraná,US$ (mil),M,MDIC/Secex,N
11679,13076,Índice Nacional de Preços ao Consumidor Amplo - variação mensal - região metropolitana de Belém,%,M,IBGE,N
11680,13077,Índice Nacional de Preços ao Consumidor - variação mensal - região metropolitana de Belém,%,M,IBGE,N
11681,13078,Exportação de bens - Rio Grande do Sul,US$ (mil),M,MDIC/Secex,N
11682,13079,Importação de bens - Rio Grande do Sul,US$ (mil),M,MDIC/Secex,N
11683,13080,Saldo da balança comercial - Rio Grande do Sul,US$ (mil),M,MDIC/Secex,N
11684,13081,Exportação de bens - Santa Catarina,US$ (mil),M,MDIC/Secex,N
11685,13082,Importação de bens - Santa Catarina,US$ (mil),M,MDIC/Secex,N
11686,13083,Saldo da balança comercial - Santa Catarina,US$ (mil),M,MDIC/Secex,N
11687,13086,Produto Interno Bruto corrente a preços de mercado (Ref. 1985) - Rio Grande do Sul,R$,A,IBGE,N
11688,13087,Produto Interno Bruto per capita corrente (Ref. 1985) - Rio Grande do Sul,R$,A,IBGE,N
11689,13089,Utilização da capacidade instalada (metodologia antiga) - Ceará,%,M,Fiec,N
11690,13090,Vendas industriais reais (metodologia antiga) - Ceará,Índice,M,Fiec,N
11691,13091,Pessoal total empregado na indústria (metodolgia antiga) - Ceará,Índice,M,Fiec,N
11692,13092,Horas trabalhadas na produção (metodolgia antiga) - Ceará,Índice,M,Fiec,N
11693,13093,Exportação de bens - Ceará,US$ (mil),M,MDIC/Secex,N
11694,13094,Importação de bens - Ceará,US$ (mil),M,MDIC/Secex,N
11695,13101,Utilização da capacidade instalada - Rio Grande do Sul,%,M,Fiergs,N
11696,13102,Importações (Fob) - Sérvia,US$,M,MDIC/Secex,N
11697,13137,Exportação de bens - Bahia,US$ (mil),M,MDIC/Secex,N
11698,13138,Importação de bens - Bahia,US$ (mil),M,MDIC/Secex,N
11699,13139,Saldo da balança comercial - Bahia,US$ (mil),M,MDIC/Secex,N
11700,13144,Exportação de bens - Acre,US$ (mil),M,MDIC/Secex,N
11701,13145,Exportação de bens - Amapá,US$ (mil),M,MDIC/Secex,N
11702,13146,Exportação de bens - Amazonas,US$ (mil),M,MDIC/Secex,N
11703,13147,Exportação de bens - Pará,US$ (mil),M,MDIC/Secex,N
11704,13148,Exportação de bens - Rondônia,US$ (mil),M,MDIC/Secex,N
11705,13149,Exportação de bens - Roraima,US$ (mil),M,MDIC/Secex,N
11706,13150,Exportação de bens - Tocantins,US$ (mil),M,MDIC/Secex,N
11707,13151,Importação de bens - Acre,US$ (mil),M,MDIC/Secex,N
11708,13152,Importação de bens - Amapá,US$ (mil),M,MDIC/Secex,N
11709,13153,Importação de bens - Amazonas,US$ (mil),M,MDIC/Secex,N
11710,13154,Importação de bens - Pará,US$ (mil),M,MDIC/Secex,N
11711,13155,Importação de bens - Rondônia,US$ (mil),M,MDIC/Secex,N
11712,13156,Importação de bens - Roraima,US$ (mil),M,MDIC/Secex,N
11713,13157,Importação de bens - Tocantins,US$ (mil),M,MDIC/Secex,N
11714,13158,Produto interno bruto corrente a preços de mercado (Ref. 1985) - Paraná,R$,A,IBGE,N
11715,13159,Produto interno bruto corrente a preços de mercado (Ref. 1985) - Santa Catarina,R$,A,IBGE,N
11716,13160,Produto interno bruto per capita corrente (Ref. 1985) - Paraná,R$,A,IBGE,N
11717,13161,Produto interno bruto per capita corrente (Ref. 1985) - Santa Catarina,R$,A,IBGE,N
11718,13162,Valor adicionado bruto - variação anual real (Ref. 1985) - Paraná,%,A,IBGE,N
11719,13163,Valor adicionado bruto - variação anual real (Ref. 1985) - Santa Catarina,%,A,IBGE,N
11720,13164,Valor adicionado bruto per capita - variação anual real (Ref. 1985) - Paraná,%,A,IBGE,N
11721,13165,Valor adicionado bruto per capita - variação anual real (Ref. 1985) - Santa Catarina,%,A,IBGE,N
11722,13166,Saldo da balança comercial - Ceará,US$ (mil),M,MDIC/Secex,N
11723,13167,Exportação de bens - Piauí,US$ (mil),M,MDIC/Secex,N
11724,13168,Importação de bens - Piauí,US$ (mil),M,MDIC/Secex,N
11725,13169,Saldo da balança comercial - Piauí,US$ (mil),M,MDIC/Secex,N
11726,13181,Valor Adicionado Bruto - variação anual real (Ref. 1985) - São Paulo,%,A,IBGE,N
11727,13182,Valor Adicionado Bruto per capita - variação anual real (Ref. 1985) - São Paulo,%,A,IBGE,N
11728,13201,Valor Adicionado Bruto variação anual real (Ref. 1985)- Rio Grande do Sul,%,A,IBGE,N
11729,13202,Valor Adicionado Bruto per capita - variação anual real (Ref. 1985) - Rio Grande do Sul,%,A,IBGE,N
11730,13244,Exportação de bens - Maranhão,US$ (mil),M,MDIC/Secex,N
11731,13245,Importação de bens - Maranhão,US$ (mil),M,MDIC/Secex,N
11732,13246,Valor Adicionado Bruto - variação anual real (Ref.1985) - Pernambuco,%,A,IBGE,N
11733,13247,Saldo da balança comercial - Maranhão,US$ (mil),M,MDIC/Secex,N
11734,13248,Índice Nacional de Preços ao Consumidor Amplo - variação mensal - Brasília,%,M,IBGE,N
11735,13249,Valor Adicionado Bruto - variação anual real (Ref.1985) - Paraíba,%,A,IBGE,N
11736,13250,Índice Nacional de Preços ao Consumidor - variação mensal - Brasília,%,M,IBGE,N
11737,13251,Valor Adicionado Bruto - variação anual real (Ref.1985) - Alagoas,%,A,IBGE,N
11738,13252,Produto Interno Bruto corrente a preços de mercado (Ref. 1985) - Minas Gerais,R$,A,IBGE,N
11739,13253,Valor Adicionado Bruto - variação anual real (Ref.1985) - Rio Grande do Norte,%,A,IBGE,N
11740,13254,Produto Interno Bruto per capita corrente (Ref. 1985) - Minas Gerais,R$,A,IBGE,N
11741,13255,Índice Nacional de Preços ao Consumidor Amplo - variação mensal - Goiânia,%,M,IBGE,N
11742,13256,Valor Adicionado Bruto - variação anual real (Ref.1985) - Sergipe,%,A,IBGE,N
11743,13258,Índice Nacional de Preços ao Consumidor - variação mensal - Goiânia,%,M,IBGE,N
11744,13260,Valor Adicionado Bruto - variação anual real (Ref. 1985) - Minas Gerais,%,A,IBGE,N
11745,13261,Emprego industrial - Rio Grande do Sul,Índice,M,Fiergs,N
11746,13262,Valor Adicionado Bruto per capita - variação anual real (Ref.1985) - Pernambuco,%,A,IBGE,N
11747,13263,Valor Adicionado Bruto per capita - variação anual real (Ref.1985) - Paraíba,%,A,IBGE,N
11748,13264,Valor Adicionado Bruto per capita - variação anual real (Ref.1985) - Alagoas,%,A,IBGE,N
11749,13265,Valor Adicionado Bruto per capita - variação anual real (Ref.1985) - Rio Grande do Norte,%,A,IBGE,N
11750,13266,Valor Adicionado Bruto per capita - variação anual real (Ref.1985) - Sergipe,%,A,IBGE,N
11751,13267,Produto Interno Bruto corrente a preços de mercado (Ref. 1985) - Goiás,R$,A,IBGE,N
11752,13268,Produto Interno Bruto per capita corrente (Ref. 1985) - Goiás,R$,A,IBGE,N
11753,13270,Valor Adicionado Bruto - variação anual real (Ref. 1985) - Goiás,%,A,IBGE,N
11754,13271,Valor Adicionado Bruto per capita - variação anual real (Ref. 1985) - Goiás,%,A,IBGE,N
11755,13272,População economicamente ativa - região metropolitana de Salvador,Unidades (mil),M,IBGE,N
11756,13280,Produto Interno Bruto per capita corrente (Ref. 1985) - Distrito Federal,R$,A,IBGE,N
11757,13281,Valor Adicionado Bruto per capita - variação anual real (Ref. 1985) - Minas Gerais,%,A,IBGE,N
11758,13282,Produto Interno Bruto corrente a preços de mercado (Ref. 1985) - Mato Grosso,R$,A,IBGE,N
11759,13283,Produto Interno Bruto per capita corrente (Ref. 1985) - Mato Grosso,R$,A,IBGE,N
11760,13284,Valor Adicionado Bruto - variação anual real (Ref. 1985) - Mato Grosso,%,A,IBGE,N
11761,13285,Valor Adicionado Bruto per capita - variação anual real (Ref. 1985) - Mato Grosso,%,A,IBGE,N
11762,13286,Produto Interno Bruto corrente a preços de mercado (Ref. 1985) - Mato Grosso do Sul,R$,A,IBGE,N
11763,13287,Produto Interno Bruto per capita corrente (Ref. 1985) - Mato Grosso do Sul,R$,A,IBGE,N
11764,13288,Valor Adicionado Bruto - variação anual real (Ref. 1985) - Mato Grosso do Sul,%,A,IBGE,N
11765,13289,Valor Adicionado Bruto per capita - variação anual real (Ref. 1985) - Mato Grosso do Sul,%,A,IBGE,N
11766,13290,Produto Interno Bruto corrente a preços de mercado (Ref. 1985) - Distrito Federal,R$,A,IBGE,N
11767,13297,Valor Adicionado Bruto - variação anual real (Ref. 1985) - Ceará,%,A,IBGE,N
11768,13298,Valor adicionado bruto per capita - variação anual real (Ref. 1985) - Ceará,%,A,IBGE,N
11769,13300,Valor adicionado bruto - variação anual real (Ref. 1985) - Maranhão,%,A,IBGE,N
11770,13301,Valor Adicionado Bruto - variação anual real (Ref. 1985) - Distrito Federal,%,A,IBGE,N
11771,13302,Valor Adicionado Bruto per capita - variação anual real (Ref. 1985) - Distrito Federal,%,A,IBGE,N
11772,13321,Valor adicionado bruto per capita - variação anual real (Ref. 1985) - Maranhão,%,A,IBGE,N
11773,13323,Valor adicionado bruto - variação anual real (Ref. 1985) - Piauí,%,A,IBGE,N
11774,13324,Valor adicionado bruto per capita - variação anual real (Ref. 1985) - Piauí,%,A,IBGE,N
11775,13341,Exportação de bens - Pernambuco,US$ (mil),M,MDIC/Secex,N
